Time, ManagementArea, Prescription, TotalDamagedSites, TotalCohortsKilled, TotalCohortsDamaged, CohortsKilledByabiebals, CohortsKilledByacernegu, CohortsKilledByacerrubr, CohortsKilledByacersacc, CohortsKilledByacerspic, CohortsKilledBybetualle, CohortsKilledBybetupapy, CohortsKilledByceltis, CohortsKilledByfraxamer, CohortsKilledByfraxnigr, CohortsKilledByfraxpenn, CohortsKilledBylarilari, CohortsKilledByostrvirg, CohortsKilledBypiceglau, CohortsKilledBypicemari, CohortsKilledBypinubank, CohortsKilledBypinuresi, CohortsKilledBypinustro, CohortsKilledBypopubals, CohortsKilledBypopudelt, CohortsKilledBypopugran, CohortsKilledBypoputrem, CohortsKilledByprunpens, CohortsKilledByprunsero, CohortsKilledByprunvirg, CohortsKilledByqueralba, CohortsKilledByquerelli, CohortsKilledByquermacr, CohortsKilledByquerrubr, CohortsKilledBysalix, CohortsKilledBythujocci, CohortsKilledBytiliamer, CohortsKilledByulmuamer, CohortsKilledByulmurubr, 
10, 5, Oak_Clearcut, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 
10, 5, Oak_Shelter, 6, 16, 4, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 
10, 5, Pine_Unevenaged, 757, 1095, 798, 1, 4, 94, 52, 0, 6, 262, 0, 0, 141, 31, 9, 12, 48, 9, 0, 161, 89, 56, 0, 64, 437, 0, 0, 1, 0, 3, 100, 53, 5, 198, 46, 11, 0, 
10, 5, Thinning_RedPine, 4, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 5, Thinning_PineHard, 4213, 0, 8165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3477, 0, 0, 0, 4030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 658, 0, 0, 
10, 5, Thinning_Aspen, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 6, CNF_RPine_Clearcut, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 6, CNF_SpruceFir, 7, 79, 0, 7, 0, 3, 0, 0, 0, 11, 0, 0, 0, 1, 0, 0, 4, 3, 0, 0, 0, 10, 0, 1, 23, 0, 1, 0, 0, 0, 8, 0, 0, 1, 2, 4, 0, 
10, 6, Aspen_Clearcut, 4, 63, 0, 6, 0, 2, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 4, 5, 0, 0, 16, 0, 1, 0, 0, 0, 2, 1, 0, 5, 0, 3, 0, 
10, 6, Oak_Clearcut, 7, 41, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 5, 0, 2, 1, 0, 0, 20, 1, 0, 1, 1, 2, 0, 
10, 6, LowlandConifer_Clearcut, 63586, 599419, 0, 35176, 791, 30053, 10083, 170, 1009, 61534, 0, 59, 33641, 12428, 48623, 4033, 16668, 54040, 10705, 29305, 12252, 20068, 145, 13578, 88647, 609, 1471, 388, 537, 2286, 49552, 21911, 1171, 0, 24738, 13725, 23, 
10, 6, Pine_Unevenaged, 6, 6, 8, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
10, 6, Oak_Unevenaged, 1515, 2837, 286, 6, 8, 214, 7, 1, 1, 574, 0, 0, 294, 122, 106, 31, 0, 104, 0, 60, 0, 112, 0, 153, 821, 8, 12, 1, 8, 4, 274, 0, 12, 0, 0, 190, 0, 
10, 6, Thinning_RedPine, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 6, Thinning_PineHard, 14, 0, 35, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 15, 0, 0, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 6, Thinning_Aspen, 12, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 8, JPine_Clearcut, 7, 36, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 16, 5, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
10, 8, CNF_RPine_Clearcut, 9, 90, 0, 10, 0, 0, 3, 0, 0, 11, 0, 0, 0, 0, 2, 1, 9, 11, 0, 16, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 
10, 8, CNF_SpruceFir, 12, 119, 0, 13, 0, 15, 6, 0, 0, 20, 0, 4, 6, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 3, 0, 0, 10, 1, 0, 
10, 8, Aspen_Clearcut, 24, 262, 0, 14, 0, 1, 12, 0, 0, 26, 0, 0, 11, 1, 1, 0, 0, 11, 0, 2, 0, 12, 0, 6, 66, 3, 2, 0, 0, 4, 23, 9, 0, 40, 8, 10, 0, 
10, 8, Oak_Clearcut, 4, 30, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 2, 0, 0, 7, 1, 0, 0, 0, 0, 0, 
10, 8, LowlandConifer_Clearcut, 3, 50, 0, 4, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 5, 15, 0, 8, 5, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
10, 8, Oak_Shelter, 10, 14, 15, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 0, 
10, 8, Pine_Unevenaged, 3, 6, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 8, Oak_Unevenaged, 4, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 8, Hardwoods_Unevenaged, 7, 0, 21, 0, 0, 1, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 10, 0, 0, 
10, 8, Thinning_RedPine, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 8, Thinning_PineHard, 24, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 8, Thinning_Aspen, 10, 3, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 1, JPine_Clearcut, 104, 658, 0, 14, 0, 10, 9, 0, 5, 69, 0, 0, 10, 1, 0, 1, 3, 4, 171, 93, 14, 46, 0, 15, 135, 0, 0, 0, 0, 5, 26, 5, 1, 2, 8, 11, 0, 
15, 1, CNF_RPine_Clearcut, 54, 986, 0, 12, 0, 1, 0, 0, 0, 199, 0, 0, 2, 0, 3, 18, 55, 22, 14, 342, 139, 10, 0, 21, 135, 0, 3, 0, 0, 0, 2, 2, 0, 2, 3, 1, 0, 
15, 1, CNF_SpruceFir, 282, 3358, 0, 447, 2, 55, 9, 1, 2, 478, 0, 0, 36, 11, 18, 46, 349, 54, 28, 64, 37, 74, 0, 60, 1347, 0, 16, 1, 0, 0, 66, 23, 0, 21, 28, 85, 0, 
15, 1, Aspen_Clearcut, 574, 6644, 0, 135, 2, 57, 25, 0, 1, 1302, 0, 0, 73, 34, 11, 262, 167, 81, 24, 77, 69, 772, 0, 308, 2624, 2, 68, 1, 0, 4, 111, 38, 2, 10, 35, 349, 0, 
15, 1, Oak_Clearcut, 54, 368, 0, 0, 2, 11, 0, 0, 0, 15, 0, 0, 3, 3, 0, 3, 8, 0, 1, 0, 4, 0, 0, 4, 34, 0, 0, 0, 0, 0, 193, 53, 1, 24, 3, 6, 0, 
15, 1, LowlandConifer_Clearcut, 55, 721, 0, 29, 0, 4, 0, 0, 1, 45, 0, 0, 3, 0, 40, 3, 6, 509, 0, 1, 14, 4, 0, 1, 52, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 4, 0, 
15, 1, Oak_Shelter, 416, 1942, 628, 66, 4, 220, 4, 1, 0, 278, 0, 1, 117, 64, 19, 47, 0, 7, 19, 66, 0, 23, 0, 133, 494, 0, 32, 4, 1, 18, 609, 221, 1, 0, 0, 121, 0, 
15, 1, Pine_Unevenaged, 41, 178, 507, 0, 0, 0, 4, 0, 0, 77, 0, 0, 0, 0, 0, 6, 15, 0, 6, 178, 307, 4, 0, 30, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 
15, 1, Oak_Unevenaged, 54, 62, 54, 1, 0, 2, 0, 0, 0, 14, 0, 0, 0, 0, 4, 0, 0, 2, 0, 10, 0, 2, 0, 9, 17, 0, 0, 0, 46, 1, 7, 0, 0, 0, 0, 1, 0, 
15, 1, Hardwoods_Unevenaged, 167, 0, 569, 0, 0, 29, 164, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 257, 3, 0, 
15, 1, Thinning_RedPine, 42, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 1, Thinning_PineHard, 431, 27, 1517, 0, 0, 33, 43, 0, 1, 0, 0, 0, 82, 0, 0, 0, 502, 0, 0, 499, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 71, 16, 0, 
15, 1, Thinning_Aspen, 148, 83, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 351, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 
15, 4, Aspen_Clearcut, 4, 26, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 7, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 
15, 4, Oak_Clearcut, 1, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 
15, 4, LowlandConifer_Clearcut, 4, 36, 0, 8, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 8, 0, 0, 6, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 4, Oak_Shelter, 2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 
15, 4, Pine_Unevenaged, 11, 13, 31, 0, 0, 1, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 4, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 
15, 4, Oak_Unevenaged, 77817, 168144, 34602, 0, 398, 13954, 500, 94, 148, 36057, 0, 148, 15351, 8830, 0, 2386, 0, 0, 0, 0, 0, 7648, 0, 11949, 50155, 95, 826, 252, 198, 1492, 32911, 6600, 575, 0, 0, 12178, 1, 
15, 4, Hardwoods_Unevenaged, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
15, 4, Thinning_RedPine, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 4, Thinning_PineHard, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 4, Thinning_Aspen, 3, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 5, JPine_Clearcut, 4, 21, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 8, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 5, CNF_SpruceFir, 1, 10, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
15, 5, Aspen_Clearcut, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 
15, 5, LowlandConifer_Clearcut, 3, 29, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 10, 0, 0, 3, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 5, Oak_Shelter, 5, 10, 6, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 
15, 5, Pine_Unevenaged, 9, 13, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 5, Oak_Unevenaged, 22408, 41109, 6274, 15, 62, 3650, 122, 28, 45, 8397, 0, 27, 4665, 1953, 296, 372, 0, 292, 0, 306, 0, 1548, 0, 1970, 13399, 25, 224, 67, 31, 264, 5979, 1036, 155, 0, 0, 2455, 0, 
15, 5, Thinning_PineHard, 271, 38, 580, 0, 0, 1, 30, 0, 6, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 278, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 27, 6, 0, 
15, 6, JPine_Clearcut, 2, 15, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
15, 6, CNF_SpruceFir, 2, 17, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
15, 6, Aspen_Clearcut, 9, 74, 0, 2, 0, 4, 4, 0, 0, 7, 0, 0, 3, 0, 0, 0, 6, 2, 0, 3, 2, 0, 0, 3, 19, 0, 2, 0, 0, 0, 7, 3, 0, 2, 3, 2, 0, 
15, 6, LowlandConifer_Clearcut, 44, 441, 0, 9, 6, 17, 29, 0, 0, 39, 0, 0, 22, 19, 19, 11, 14, 23, 0, 4, 4, 7, 0, 11, 70, 0, 0, 0, 0, 0, 57, 23, 0, 0, 32, 25, 0, 
15, 6, Pine_Unevenaged, 4, 6, 17, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 
15, 6, Oak_Unevenaged, 1212, 1696, 426, 0, 5, 109, 0, 1, 0, 464, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 57, 0, 130, 692, 0, 0, 0, 8, 4, 414, 68, 9, 0, 0, 146, 0, 
15, 6, Hardwoods_Unevenaged, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
15, 6, Thinning_PineHard, 8, 1, 14, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
15, 6, Thinning_Aspen, 6, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 8, CNF_SpruceFir, 8, 54, 0, 12, 0, 2, 2, 0, 0, 8, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 18, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
15, 8, Aspen_Clearcut, 13, 126, 0, 2, 0, 10, 10, 0, 0, 16, 0, 0, 2, 6, 0, 5, 0, 0, 0, 1, 0, 8, 0, 16, 35, 0, 0, 0, 0, 0, 1, 5, 0, 2, 6, 1, 0, 
15, 8, Oak_Clearcut, 2, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
15, 8, LowlandConifer_Clearcut, 13, 80, 0, 4, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 3, 0, 1, 54, 0, 0, 0, 2, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 8, Oak_Shelter, 15, 98, 24, 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 11, 0, 9, 0, 0, 0, 21, 27, 0, 0, 0, 0, 0, 24, 11, 1, 0, 0, 3, 0, 
15, 8, Pine_Unevenaged, 3, 5, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 8, Oak_Unevenaged, 4, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 8, Hardwoods_Unevenaged, 3, 0, 21, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 
15, 8, Thinning_RedPine, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 8, Thinning_PineHard, 10, 2, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 
15, 8, Thinning_Aspen, 94, 7, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 151, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 
20, 1, JPine_Clearcut, 12, 88, 0, 3, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0, 3, 5, 21, 18, 2, 0, 0, 7, 8, 0, 3, 0, 0, 0, 0, 0, 0, 1, 2, 5, 0, 
20, 1, CNF_RPine_Clearcut, 54, 858, 0, 27, 0, 6, 4, 0, 0, 165, 0, 0, 0, 0, 4, 3, 40, 19, 34, 319, 128, 8, 0, 33, 47, 0, 5, 0, 0, 0, 0, 8, 1, 3, 2, 2, 0, 
20, 1, CNF_SpruceFir, 283, 3283, 0, 376, 3, 94, 39, 1, 2, 437, 0, 0, 69, 33, 35, 44, 223, 61, 18, 84, 44, 137, 0, 66, 1172, 0, 11, 0, 0, 0, 63, 18, 3, 24, 56, 170, 0, 
20, 1, Aspen_Clearcut, 574, 5764, 0, 118, 0, 122, 39, 0, 0, 906, 0, 0, 82, 25, 13, 178, 189, 49, 19, 114, 90, 461, 0, 401, 2349, 10, 60, 2, 2, 5, 90, 75, 2, 57, 56, 250, 0, 
20, 1, Oak_Clearcut, 55, 252, 0, 0, 1, 8, 0, 0, 0, 13, 0, 0, 2, 0, 0, 1, 8, 0, 0, 0, 5, 2, 0, 3, 21, 0, 0, 0, 0, 3, 153, 8, 0, 12, 3, 9, 0, 
20, 1, LowlandConifer_Clearcut, 55, 633, 0, 63, 0, 12, 0, 0, 1, 42, 0, 0, 9, 8, 41, 0, 11, 366, 4, 0, 0, 13, 0, 1, 46, 0, 1, 2, 0, 0, 4, 0, 0, 0, 3, 6, 0, 
20, 1, Oak_Shelter, 414, 1438, 570, 72, 11, 183, 16, 1, 0, 227, 0, 0, 68, 45, 5, 33, 0, 4, 27, 45, 0, 27, 0, 57, 401, 0, 16, 3, 0, 15, 555, 111, 3, 0, 0, 83, 0, 
20, 1, Pine_Unevenaged, 41, 74, 509, 0, 0, 0, 4, 0, 0, 26, 0, 0, 0, 0, 0, 0, 14, 0, 0, 181, 308, 1, 0, 23, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 
20, 1, Oak_Unevenaged, 57, 44, 57, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 19, 0, 0, 0, 49, 1, 7, 0, 0, 0, 0, 2, 0, 
20, 1, Hardwoods_Unevenaged, 166, 0, 561, 0, 0, 27, 162, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 252, 3, 0, 
